Total energy (eV)	F	E0
rev-vdW-DF2/BaSi2/a_0/Etot/OUTCAR	-107.63578006	-107.63578006
rev-vdW-DF2/BaSi2/a_10/Etot/OUTCAR	-105.50667416	-105.50667416
rev-vdW-DF2/BaSi2/a_1/Etot/OUTCAR	-107.57121569	-107.57121569
rev-vdW-DF2/BaSi2/a_2/Etot/OUTCAR	-107.43812852	-107.43812852
rev-vdW-DF2/BaSi2/a_3/Etot/OUTCAR	-107.25891727	-107.25891727
rev-vdW-DF2/BaSi2/a_4/Etot/OUTCAR	-107.04407668	-107.04407668
rev-vdW-DF2/BaSi2/a_5/Etot/OUTCAR	-106.80586448	-106.80586448
rev-vdW-DF2/BaSi2/a_6/Etot/OUTCAR	-106.55455384	-106.55455384
rev-vdW-DF2/BaSi2/a_7/Etot/OUTCAR	-106.29324234	-106.29324234
rev-vdW-DF2/BaSi2/a_8/Etot/OUTCAR	-106.03101004	-106.03101004
rev-vdW-DF2/BaSi2/a_9/Etot/OUTCAR	-105.76666734	-105.76666734
