Total energy (eV)	F	E0
DFT-D3/OUTCAR_1	-107.62169650	-107.62169650
DFT-D3/OUTCAR_2	-107.58126311	-107.58126311
DFT-D3/OUTCAR_3	-107.52474953	-107.52474953
DFT-D3/OUTCAR_4	-107.45465388	-107.45465388
DFT-D3/OUTCAR_5	-107.37432781	-107.37432781
DFT-D3/OUTCAR_6	-107.28370381	-107.28370381
DFT-D3/OUTCAR_7	-107.18389097	-107.18389097
DFT-D3/OUTCAR_8	-107.07837539	-107.07837539
DFT-D3/OUTCAR_9	-106.96742478	-106.96742478
DFT-D3/OUTCAR_10	-106.85176683	-106.85176683
