280	0.0820	4.7309e-23	2.5361e-26
280.5000	0.0990	1.2307e-21	1.0917e-24
281	0.1500	5.6895e-21	6.1253e-24
281.5000	0.2120	1.5662e-19	2.7479e-22
282	0.2670	1.1946e-18	2.8346e-21
282.5000	0.3030	4.5436e-18	1.3271e-20
283	0.3250	1.8452e-17	6.7646e-20
283.5000	0.3230	3.5360e-17	1.4614e-19
284	0.2990	7.2670e-16	4.9838e-18
284.5000	0.2502	2.4856e-15	2.1624e-17
285	0.1759	8.0142e-15	8.9998e-17
285.5000	0.1550	4.2613e-14	6.4424e-16
286	0.2420	1.3684e-13	2.3503e-15
286.5000	0.3330	8.3823e-13	1.8458e-14
287	0.3620	2.7367e-12	7.2547e-14
287.5000	0.3390	1.0903e-11	3.6618e-13
288	0.3110	6.2337e-11	2.8061e-12
288.5000	0.3250	1.7162e-10	9.0651e-12
289	0.3920	5.6265e-10	3.4978e-11
289.5000	0.4790	2.0749e-09	1.5368e-10
290	0.5630	6.0168e-09	5.1454e-10
290.5000	0.6060	1.3783e-08	1.3303e-09
291	0.6180	3.5052e-08	3.8965e-09
291.5000	0.5980	1.0913e-07	1.4425e-08
292	0.5670	2.6830e-07	4.0789e-08
292.5000	0.5290	4.2685e-07	7.0414e-08
293	0.5380	8.6466e-07	1.5760e-07
293.5000	0.5490	2.2707e-06	4.7095e-07
294	0.5330	4.1744e-06	9.4558e-07
294.5000	0.5200	6.5911e-06	1.5965e-06
295	0.5270	1.2290e-05	3.2246e-06
295.5000	0.5590	2.7826e-05	8.0206e-06
296	0.5730	4.7904e-05	1.4737e-05
296.5000	0.5210	7.1345e-05	2.3312e-05
297	0.4780	9.6800e-05	3.3187e-05
297.5000	0.5290	1.8608e-04	6.7912e-05
298	0.5280	2.8988e-04	1.1127e-04
298.5000	0.4680	3.5789e-04	1.4270e-04
299	0.4720	4.9211e-04	2.0323e-04
299.5000	0.5010	8.6068e-04	3.7386e-04
300	0.4579	0.0010	4.5631e-04
300.5000	0.4330	0.0012	5.7207e-04
301	0.4630	0.0019	9.1926e-04
301.5000	0.4776	0.0027	0.0013
302	0.4490	0.0029	0.0015
302.5000	0.5080	0.0043	0.0022
303	0.6120	0.0071	0.0037
303.5000	0.6460	0.0090	0.0048
304	0.6210	0.0095	0.0051
304.5000	0.6260	0.0120	0.0065
305	0.6420	0.0165	0.0089
305.5000	0.6110	0.0187	0.0102
306	0.5650	0.0186	0.0102
306.5000	0.5750	0.0211	0.0116
307	0.6050	0.0278	0.0152
307.5000	0.6310	0.0356	0.0195
308	0.6450	0.0378	0.0208
308.5000	0.6405	0.0414	0.0228
309	0.5800	0.0405	0.0223
309.5000	0.5000	0.0433	0.0237
310	0.5330	0.0509	0.0278
310.5000	0.6520	0.0655	0.0359
311	0.7620	0.0829	0.0454
311.5000	0.7440	0.0841	0.0462
312	0.7062	0.0934	0.0509
312.5000	0.6760	0.0990	0.0538
313	0.6940	0.1073	0.0583
313.5000	0.7240	0.1076	0.0590
314	0.7170	0.1197	0.0653
314.5000	0.6760	0.1306	0.0705
315	0.6845	0.1363	0.0737
315.5000	0.6320	0.1184	0.0648
316	0.5870	0.1235	0.0671
316.5000	0.6490	0.1504	0.0811
317	0.7390	0.1716	0.0930
317.5000	0.8019	0.1825	0.0997
318	0.7236	0.1759	0.0958
318.5000	0.6800	0.1859	0.1001
319	0.7058	0.2047	0.1097
319.5000	0.7332	0.1959	0.1069
320	0.7750	0.2053	0.1128
320.5000	0.8260	0.2453	0.1331
321	0.7655	0.2502	0.1341
321.5000	0.7190	0.2384	0.1282
322	0.7351	0.2220	0.1220
322.5000	0.7115	0.2171	0.1197
323	0.6490	0.2123	0.1162
323.5000	0.6814	0.2486	0.1339
324	0.7405	0.2754	0.1485
324.5000	0.7880	0.2832	0.1547
325	0.8292	0.2789	0.1550
325.5000	0.9138	0.3244	0.1794
326	0.9984	0.3812	0.2087
326.5000	1.0166	0.4072	0.2216
327	1.0047	0.3981	0.2183
327.5000	0.9868	0.3847	0.2129
328	0.9568	0.3512	0.1977
328.5000	0.9340	0.3716	0.2068
329	1.0046	0.4224	0.2330
329.5000	1.0958	0.4688	0.2586
330	1.1098	0.4714	0.2619
330.5000	1.0429	0.4280	0.2410
331	0.9910	0.4026	0.2284
331.5000	0.9940	0.4181	0.2364
332	0.9928	0.4362	0.2451
332.5000	0.9800	0.4392	0.2466
333	0.9639	0.4294	0.2426
333.5000	0.9370	0.4072	0.2327
334	0.9556	0.4150	0.2382
334.5000	0.9886	0.4451	0.2543
335	1.0097	0.4639	0.2648
335.5000	0.9745	0.4531	0.2589
336	0.8898	0.4152	0.2381
336.5000	0.8290	0.3821	0.2210
337	0.8180	0.3738	0.2177
337.5000	0.8773	0.4005	0.2343
338	0.9253	0.4341	0.2532
338.5000	0.9578	0.4553	0.2655
339	0.9686	0.4636	0.2710
339.5000	0.9890	0.4745	0.2785
340	1.0544	0.5018	0.2966
340.5000	1.0463	0.5007	0.2967
341	0.9710	0.4714	0.2793
341.5000	0.9590	0.4694	0.2785
342	0.9957	0.4893	0.2912
342.5000	1.0277	0.5077	0.3030
343	1.0417	0.5149	0.3086
343.5000	0.9830	0.4861	0.2925
344	0.8542	0.4184	0.2535
344.5000	0.8130	0.4031	0.2444
345	0.9158	0.4590	0.2785
345.5000	0.9702	0.4893	0.2976
346	0.9427	0.4778	0.2913
346.5000	0.9559	0.4866	0.2975
347	0.9695	0.4940	0.3032
347.5000	0.9332	0.4767	0.2935
348	0.9247	0.4751	0.2931
348.5000	0.9372	0.4834	0.2988
349	0.8990	0.4656	0.2886
349.5000	0.9197	0.4781	0.2972
350	1.0122	0.5280	0.3291
350.5000	1.0849	0.5674	0.3547
351	1.0534	0.5517	0.3460
351.5000	1.0129	0.5302	0.3339
352	0.9838	0.5179	0.3267
352.5000	0.9260	0.4896	0.3095
353	0.9801	0.5204	0.3298
353.5000	1.0752	0.5723	0.3635
354	1.1346	0.6050	0.3852
354.5000	1.1440	0.6116	0.3904
355	1.1406	0.6114	0.3914
355.5000	1.0964	0.5903	0.3788
356	1.0250	0.5539	0.3563
356.5000	0.9591	0.5194	0.3350
357	0.8420	0.4567	0.2953
357.5000	0.8502	0.4622	0.2995
358	0.7892	0.4301	0.2794
358.5000	0.7310	0.3993	0.2600
359	0.8581	0.4695	0.3065
359.5000	1.0321	0.5655	0.3701
360	1.0890	0.5982	0.3924
360.5000	1.0265	0.5653	0.3717
361	0.9415	0.5202	0.3428
361.5000	0.9180	0.5096	0.3365
362	0.9580	0.5342	0.3535
362.5000	1.0450	0.5851	0.3880
363	1.0710	0.6019	0.4001
363.5000	1.0380	0.5854	0.3899
364	1.0716	0.6063	0.4047
364.5000	1.0590	0.6006	0.4018
365	1.0970	0.6236	0.4181
365.5000	1.2041	0.6863	0.4611
366	1.2860	0.7353	0.4951
366.5000	1.2843	0.7366	0.4969
367	1.2577	0.7229	0.4887
367.5000	1.2317	0.7091	0.4804
368	1.1570	0.6676	0.4532
368.5000	1.1459	0.6631	0.4511
369	1.1944	0.6932	0.4724
369.5000	1.2795	0.7447	0.5086
370	1.2934	0.7551	0.5167
370.5000	1.1660	0.6826	0.4680
371	1.1811	0.6934	0.4763
371.5000	1.2249	0.7205	0.4959
372	1.1444	0.6744	0.4651
372.5000	1.0876	0.6425	0.4439
373	1.0445	0.6189	0.4283
373.5000	0.9390	0.5579	0.3868
374	0.9344	0.5564	0.3865
374.5000	0.9250	0.5523	0.3844
375	0.9850	0.5893	0.4109
375.5000	1.0874	0.6516	0.4551
376	1.1240	0.6748	0.4722
376.5000	1.1040	0.6639	0.4654
377	1.1813	0.7123	0.5001
377.5000	1.3149	0.7946	0.5589
378	1.4144	0.8560	0.6031
378.5000	1.3765	0.8342	0.5889
379	1.2260	0.7439	0.5262
379.5000	1.0980	0.6668	0.4726
380	1.1520	0.7008	0.4975
380.5000	1.2310	0.7508	0.5340
381	1.2490	0.7638	0.5442
381.5000	1.1224	0.6884	0.4914
382	0.9543	0.5868	0.4196
382.5000	0.8231	0.5076	0.3636
383	0.7360	0.4550	0.3265
383.5000	0.7110	0.4405	0.3166
384	0.8210	0.5097	0.3669
384.5000	0.9862	0.6136	0.4424
385	1.0802	0.6736	0.4864
385.5000	1.0296	0.6436	0.4655
386	0.9911	0.6210	0.4498
386.5000	1.0279	0.6457	0.4685
387	1.0354	0.6515	0.4734
387.5000	1.0186	0.6420	0.4673
388	1.0067	0.6358	0.4635
388.5000	0.9974	0.6314	0.4610
389	1.0810	0.6854	0.5012
389.5000	1.1958	0.7597	0.5564
390	1.2519	0.7970	0.5846
390.5000	1.2601	0.8037	0.5904
391	1.3322	0.8514	0.6263
391.5000	1.3490	0.8634	0.6362
392	1.2400	0.7949	0.5866
392.5000	1.0312	0.6626	0.4896
393	0.7450	0.4798	0.3550
393.5000	0.5912	0.3815	0.2827
394	0.7668	0.4957	0.3678
394.5000	1.0557	0.6839	0.5081
395	1.2450	0.8077	0.6010
395.5000	1.3245	0.8604	0.6410
396	1.1626	0.7566	0.5644
396.5000	0.8433	0.5502	0.4110
397	0.6520	0.4262	0.3188
397.5000	0.9614	0.6295	0.4715
398	1.3010	0.8525	0.6394
398.5000	1.5342	1.0069	0.7562
399	1.6245	1.0693	0.8041
399.5000	1.6717	1.1021	0.8298
400	1.6885	1.1141	0.8399
401	1.7520	1.1603	0.8769
402	1.8140	1.2061	0.9139
403	1.7400	1.1613	0.8821
404	1.7630	1.1801	0.8985
405	1.7150	1.1511	0.8785
406	1.6660	1.1227	0.8588
407	1.6300	1.1026	0.8455
408	1.6990	1.1514	0.8849
409	1.8090	1.2299	0.9472
410	1.5370	1.0485	0.8091
411	1.7150	1.1738	0.9077
412	1.8160	1.2478	0.9669
413	1.7392	1.1971	0.9295
414	1.7144	1.1842	0.9213
415	1.7688	1.2258	0.9557
416	1.8150	1.2624	0.9863
417	1.7660	1.2312	0.9639
418	1.6850	1.1777	0.9239
419	1.7490	1.2258	0.9635
420	1.5990	1.1232	0.8847
421	1.8110	1.2757	1.0067
422	1.7820	1.2583	0.9950
423	1.7210	1.2184	0.9653
424	1.7080	1.2117	0.9618
425	1.7550	1.2488	0.9931
426	1.6990	1.2135	0.9667
427	1.6380	1.1724	0.9355
428	1.6510	1.1839	0.9463
429	1.5230	1.0963	0.8777
430	1.2120	0.8746	0.7013
431	1.0990	0.7939	0.6378
432	1.8220	1.3207	1.0628
433	1.6913	1.2288	0.9905
434	1.5600	1.1352	0.9165
435	1.7090	1.2452	1.0070
436	1.8680	1.3659	1.1061
437	1.9000	1.3943	1.1306
438	1.6630	1.2238	0.9937
439	1.6010	1.1775	0.9575
440	1.8300	1.3499	1.0993
441	1.7990	1.3313	1.0859
442	1.9220	1.4250	1.1640
443	1.9490	1.4453	1.1823
444	1.8941	1.4084	1.1537
445	1.9650	1.4619	1.1992
446	1.7557	1.3108	1.0766
447	1.9900	1.4903	1.2257
448	2.0140	1.5081	1.2422
449	2.0010	1.5045	1.2409
450	2.0690	1.5595	1.2881
451	2.1420	1.6173	1.3376
452	2.0470	1.5482	1.2822
453	1.8864	1.4297	1.1854
454	2.0180	1.5335	1.2730
455	2.0010	1.5224	1.2655
456	2.0630	1.5724	1.3088
457	2.0770	1.5854	1.3213
458	2.0320	1.5514	1.2946
459	2.0120	1.5391	1.2859
460	1.9973	1.5291	1.2791
461	2.0639	1.5827	1.3255
462	2.0780	1.5975	1.3392
463	2.0840	1.6031	1.3452
464	2.0150	1.5544	1.3055
465	1.9840	1.5350	1.2905
466	2.0210	1.5673	1.3190
467	1.9310	1.4973	1.2616
468	2.0120	1.5619	1.3178
469	2.0180	1.5682	1.3247
470	1.9390	1.5077	1.2749
471	1.9690	1.5331	1.2975
472	2.0700	1.6126	1.3661
473	1.9882	1.5499	1.3144
474	2.0120	1.5671	1.3304
475	2.0800	1.6185	1.3755
476	2.0120	1.5631	1.3299
477	2.0250	1.5724	1.3392
478	2.0860	1.6230	1.3839
479	2.0400	1.5916	1.3586
480	2.0680	1.6181	1.3825
481	2.0610	1.6177	1.3836
482	2.0623	1.6236	1.3899
483	2.0310	1.6038	1.3742
484	1.9890	1.5734	1.3492
485	1.9790	1.5683	1.3457
486	1.6010	1.2716	1.0918
487	1.7890	1.4241	1.2235
488	1.9350	1.5413	1.3252
489	1.8224	1.4519	1.2492
490	2.0320	1.6224	1.3968
491	1.9490	1.5595	1.3435
492	1.8560	1.4869	1.2818
493	1.9830	1.5903	1.3719
494	1.9339	1.5525	1.3402
495	2.0510	1.6485	1.4238
496	1.9490	1.5676	1.3548
497	1.9800	1.5944	1.3788
498	1.9240	1.5509	1.3421
499	1.9230	1.5507	1.3429
500	1.9160	1.5451	1.3391
501	1.8580	1.4978	1.2990
502	1.8600	1.4966	1.2991
503	1.9490	1.5653	1.3597
504	1.8330	1.4587	1.2682
505	1.9472	1.5635	1.3598
506	2.0250	1.6264	1.4153
