507	1.9354	1.5560	1.3548
508	1.8800	1.5165	1.3210
509	1.9650	1.5893	1.3850
510	1.9100	1.5481	1.3497
511	1.9410	1.5769	1.3753
512	1.9890	1.6186	1.4125
513	1.8660	1.5206	1.3277
514	1.8240	1.4885	1.3003
515	1.8750	1.5314	1.3385
516	1.8910	1.5455	1.3514
517	1.5390	1.2594	1.1017
518	1.7590	1.4403	1.2605
519	1.7040	1.3957	1.2222
520	1.8600	1.5236	1.3349
521	1.8730	1.5346	1.3452
522	1.9150	1.5690	1.3760
523	1.8040	1.4789	1.2976
524	1.9410	1.5905	1.3962
525	1.9280	1.5781	1.3859
526	1.8740	1.5341	1.3479
527	1.6410	1.3417	1.1795
528	1.8800	1.5357	1.3508
529	1.9690	1.6071	1.4142
530	1.8920	1.5446	1.3598
531	1.9950	1.6292	1.4348
532	1.9580	1.5998	1.4094
533	1.7470	1.4286	1.2590
534	1.8690	1.5302	1.3491
535	1.8950	1.5535	1.3701
536	1.9740	1.6199	1.4292
537	1.8240	1.4989	1.3229
538	1.9130	1.5738	1.3896
539	1.8640	1.5352	1.3558
540	1.8000	1.4825	1.3096
541	1.7340	1.4251	1.2595
542	1.8880	1.5511	1.3714
543	1.8510	1.5256	1.3493
544	1.9190	1.5792	1.3971
545	1.8740	1.5435	1.3657
546	1.8609	1.5291	1.3536
547	1.8820	1.5490	1.3717
548	1.8260	1.5049	1.3331
549	1.8800	1.5520	1.3752
550	1.8630	1.5399	1.3648
551	1.8590	1.5382	1.3639
552	1.8960	1.5697	1.3923
553	1.8420	1.5250	1.3533
554	1.8780	1.5549	1.3802
555	1.8890	1.5634	1.3883
556	1.8570	1.5366	1.3651
557	1.8120	1.4988	1.3321
558	1.8530	1.5310	1.3613
559	1.7550	1.4483	1.2885
560	1.7860	1.4740	1.3118
561	1.8900	1.5595	1.3885
562	1.8010	1.4847	1.3225
563	1.8710	1.5408	1.3731
564	1.8360	1.5106	1.3466
565	1.8490	1.5201	1.3555
566	1.7500	1.4374	1.2823
567	1.8680	1.5320	1.3673
568	1.8590	1.5180	1.3554
569	1.8310	1.4807	1.3228
570	1.8280	1.4816	1.3240
571	1.7620	1.4331	1.2810
572	1.8720	1.5134	1.3534
573	1.8810	1.5198	1.3595
574	1.8730	1.5119	1.3527
575	1.8340	1.4777	1.3225
576	1.8180	1.4654	1.3118
577	1.8620	1.5023	1.3452
578	1.7990	1.4560	1.3040
579	1.8160	1.4770	1.3230
580	1.8340	1.5020	1.3455
581	1.8330	1.5089	1.3518
582	1.8520	1.5320	1.3729
583	1.8630	1.5479	1.3872
584	1.8540	1.5448	1.3845
585	1.8360	1.5324	1.3737
586	1.7920	1.4953	1.3409
587	1.8380	1.5281	1.3708
588	1.8210	1.4934	1.3403
589	1.6240	1.2894	1.1582
590	1.7218	1.3709	1.2316
591	1.8090	1.4662	1.3171
592	1.7880	1.4354	1.2900
593	1.7920	1.4561	1.3086
594	1.7890	1.4491	1.3029
595	1.7780	1.4308	1.2870
596	1.7960	1.4745	1.3260
597	1.8060	1.4788	1.3303
598	1.7720	1.4607	1.3142
599	1.7640	1.4606	1.3145
600	1.7700	1.4753	1.3278
601	1.7420	1.4579	1.3123
602	1.7150	1.4360	1.2928
603	1.7490	1.4664	1.3205
604	1.7790	1.4921	1.3439
605	1.7730	1.4895	1.3418
606	1.7580	1.4822	1.3353
607	1.7620	1.4911	1.3434
608	1.7510	1.4862	1.3392
609	1.7340	1.4749	1.3292
610	1.7240	1.4686	1.3237
611	1.7120	1.4611	1.3170
612	1.7360	1.4831	1.3370
613	1.7100	1.4621	1.3182
614	1.6550	1.4176	1.2783
615	1.7120	1.4697	1.3254
616	1.6640	1.4310	1.2906
617	1.6410	1.4128	1.2744
618	1.7020	1.4664	1.3228
619	1.7090	1.4733	1.3292
620	1.7110	1.4739	1.3299
621	1.7240	1.4802	1.3359
622	1.6784	1.4269	1.2882
623	1.6820	1.4165	1.2793
624	1.6670	1.4118	1.2751
625	1.6440	1.4026	1.2667
626	1.6400	1.4012	1.2655
627	1.6930	1.4417	1.3022
628	1.6930	1.3631	1.2328
629	1.6870	1.4114	1.2758
630	1.6650	1.3924	1.2589
631	1.6590	1.4161	1.2799
632	1.5901	1.3638	1.2327
633	1.6740	1.4508	1.3110
634	1.6370	1.4284	1.2907
635	1.6520	1.4458	1.3065
636	1.6093	1.4128	1.2768
637	1.6610	1.4610	1.3204
638	1.6650	1.4707	1.3292
639	1.6530	1.4646	1.3238
640	1.6130	1.4340	1.2962
641	1.6100	1.4348	1.2970
642	1.6090	1.4376	1.2995
643	1.6250	1.4525	1.3130
644	1.6140	1.4462	1.3074
645	1.6270	1.4567	1.3170
646	1.5910	1.4150	1.2797
647	1.6060	1.4086	1.2744
648	1.6020	1.3952	1.2625
649	1.5510	1.3519	1.2234
650	1.5260	1.3594	1.2299
651	1.6130	1.4447	1.3071
652	1.5910	1.3871	1.2558
653	1.5980	1.4311	1.2950
654	1.5750	1.4153	1.2807
655	1.5230	1.3499	1.2220
656	1.3233	1.1851	1.0727
657	1.3840	1.2393	1.1218
658	1.5390	1.3855	1.2540
659	1.5420	1.3905	1.2586
660	1.5580	1.3992	1.2668
661	1.5660	1.3933	1.2618
662	1.5710	1.3819	1.2518
663	1.5630	1.3844	1.2539
664	1.5540	1.3967	1.2647
665	1.5670	1.4214	1.2871
666	1.5550	1.4203	1.2860
667	1.5354	1.4102	1.2767
668	1.5348	1.4150	1.2810
669	1.5580	1.4394	1.3032
670	1.5340	1.4196	1.2853
671	1.5290	1.4169	1.2829
672	1.5060	1.3972	1.2651
673	1.5170	1.4094	1.2760
674	1.5130	1.4074	1.2742
675	1.4990	1.3958	1.2639
676	1.5150	1.4120	1.2786
677	1.5000	1.3991	1.2669
678	1.5070	1.4066	1.2737
679	1.4930	1.3947	1.2629
680	1.4940	1.3969	1.2650
681	1.4870	1.3915	1.2601
682	1.4930	1.3981	1.2662
683	1.4760	1.3830	1.2526
684	1.4660	1.3739	1.2445
685	1.4650	1.3748	1.2454
686	1.4330	1.3438	1.2174
687	1.4720	0.9682	0.8829
688	1.4760	1.1206	1.0195
689	1.4780	1.1278	1.0260
690	1.4790	1.1821	1.0746
691	1.4680	1.2333	1.1201
692	1.4540	1.2689	1.1516
693	1.4580	1.2609	1.1446
694	1.4570	1.2464	1.1318
695	1.4350	1.2714	1.1538
696	1.4420	1.2684	1.1513
697	1.4380	1.3403	1.2151
698	1.4170	1.3192	1.1961
699	1.4340	1.2918	1.1721
700	1.4220	1.2823	1.1636
701	1.4131	1.2659	1.1489
702	1.3987	1.2674	1.1500
703	1.4095	1.2747	1.1567
704	1.4187	1.3078	1.1864
705	1.4330	1.3214	1.1989
706	1.4138	1.3144	1.1925
707	1.4040	1.3090	1.1875
708	1.3990	1.3048	1.1839
709	1.3900	1.3095	1.1880
710	1.4040	1.3175	1.1954
711	1.3970	1.3155	1.1934
712	1.3818	1.3071	1.1856
713	1.3702	1.2918	1.1719
714	1.3819	1.3029	1.1823
715	1.3502	1.2587	1.1428
716	1.3694	1.2716	1.1548
717	1.3650	1.1071	1.0081
718	1.3570	1.0296	0.9387
719	1.3010	0.9232	0.8427
720	1.3487	0.9855	0.8994
721	1.3480	1.0861	0.9897
722	1.3600	1.2407	1.1281
723	1.3510	1.1444	1.0423
724	1.3607	1.0555	0.9631
725	1.3465	1.0380	0.9474
726	1.3429	1.0813	0.9864
727	1.3444	1.0850	0.9899
728	1.3370	1.0400	0.9497
729	1.2796	1.0466	0.9550
730	1.3357	1.1285	1.0294
731	1.3104	1.0703	0.9770
732	1.3333	1.1534	1.0520
733	1.3108	1.1962	1.0901
734	1.3390	1.2357	1.1261
735	1.3271	1.2178	1.1101
736	1.3100	1.2059	1.0994
737	1.3120	1.2039	1.0978
738	1.3000	1.2269	1.1184
739	1.2646	1.1905	1.0855
740	1.2830	1.2195	1.1119
741	1.2707	1.2148	1.1078
742	1.2649	1.2153	1.1084
743	1.2892	1.2405	1.1316
744	1.2955	1.2503	1.1408
745	1.2920	1.2497	1.1404
746	1.2892	1.2470	1.1381
747	1.2890	1.2477	1.1389
748	1.2808	1.2401	1.1323
749	1.2760	1.2357	1.1286
750	1.2740	1.2341	1.1273
751	1.2680	1.2286	1.1224
752	1.2720	1.2330	1.1265
753	1.2650	1.2266	1.1210
754	1.2809	1.2420	1.1353
755	1.2771	1.2383	1.1321
756	1.2610	1.2232	1.1185
757	1.2598	1.2221	1.1176
758	1.2680	1.2295	1.1246
759	1.2500	1.1945	1.0932
760	1.2590	0.2660	0.2472
761	1.2487	0.1540	0.1433
762	1.2460	0.6877	0.6349
763	1.2543	0.3795	0.3522
764	1.2566	0.5388	0.4989
765	1.2452	0.6860	0.6338
766	1.2000	0.8146	0.7508
767	1.2120	0.9742	0.8957
768	1.2310	1.1138	1.0222
769	1.2142	1.1278	1.0347
770	1.2146	1.1608	1.0646
771	1.2073	1.1686	1.0716
772	1.2120	1.1778	1.0802
773	1.2100	1.1771	1.0797
774	1.2090	1.1771	1.0800
775	1.2080	1.1771	1.0801
776	1.2102	1.1798	1.0827
777	1.2028	1.1727	1.0764
778	1.2014	1.1713	1.0754
779	1.2067	1.1765	1.0803
780	1.1930	1.1636	1.0687
781	1.1898	1.1607	1.0662
782	1.1950	1.1662	1.0714
783	1.1896	1.1614	1.0672
784	1.1810	1.1536	1.0602
785	1.1874	1.1586	1.0649
786	1.1890	1.1592	1.0656
787	1.1877	1.1450	1.0530
788	1.1800	1.1305	1.0399
789	1.1812	1.1257	1.0359
790	1.1704	1.0910	1.0045
791	1.1632	1.1058	1.0179
792	1.1500	1.0953	1.0084
793	1.1449	1.0875	1.0015
794	1.1260	1.0972	1.0101
795	1.1280	1.0932	1.0066
796	1.1427	1.0742	0.9899
797	1.1580	1.0913	1.0057
798	1.1501	1.1121	1.0245
799	1.1350	1.0905	1.0048
800	1.1248	1.0725	0.9886
801	1.1427	1.0843	0.9998
802	1.1422	1.0856	1.0011
803	1.1241	1.0657	0.9829
804	1.1342	1.0782	0.9945
805	1.1001	1.0545	0.9727
806	1.1309	1.0974	1.0122
807	1.1230	1.0859	1.0018
808	1.1162	1.0821	0.9984
809	1.0980	1.0548	0.9735
810	1.1100	1.0559	0.9749
811	1.1143	1.0533	0.9727
812	1.1160	1.0268	0.9488
813	1.1180	1.0086	0.9324
814	1.1174	0.9036	0.8368
815	1.1091	0.8952	0.8293
816	1.1050	0.8322	0.7717
817	1.1083	0.8518	0.7898
818	1.0861	0.8226	0.7630
819	1.0738	0.9052	0.8384
820	1.0740	0.8619	0.7990
821	1.0760	0.9976	0.9229
822	1.0560	0.9516	0.8808
823	1.0760	0.6727	0.6258
824	1.0715	0.9351	0.8662
825	1.0699	0.9694	0.8975
826	1.0759	0.9338	0.8653
827	1.0762	0.9847	0.9118
828	1.0749	0.8498	0.7887
829	1.0620	0.9293	0.8614
830	1.0563	0.9160	0.8493
831	1.0560	0.9239	0.8567
832	1.0550	0.8943	0.8296
833	1.0327	0.9565	0.8862
834	1.0459	0.9341	0.8661
835	1.0476	1.0032	0.9292
836	1.0597	0.9723	0.9014
837	1.0511	1.0092	0.9349
838	1.0549	0.9990	0.9259
839	1.0400	1.0013	0.9278
840	1.0500	1.0157	0.9412
841	1.0520	1.0101	0.9363
842	1.0287	0.9970	0.9241
843	1.0271	1.0053	0.9317
844	1.0140	0.9863	0.9143
845	1.0360	1.0165	0.9423
846	1.0370	1.0187	0.9445
847	1.0060	0.9917	0.9195
848	1.0110	0.9922	0.9201
849	1.0050	0.9860	0.9145
850	0.9100	0.8937	0.8290
851	0.9980	0.9749	0.9045
852	0.9900	0.9693	0.8994
853	0.9810	0.9649	0.8954
854	0.8690	0.8511	0.7900
855	0.9270	0.9130	0.8475
856	0.9902	0.9732	0.9034
857	1.0056	0.9917	0.9206
858	1.0070	0.9920	0.9209
859	1.0050	0.9917	0.9208
860	1	0.9882	0.9176
861	0.9990	0.9868	0.9165
862	1.0060	0.9945	0.9237
863	1.0120	1.0005	0.9293
864	0.9901	0.9792	0.9096
865	0.9735	0.9632	0.8949
866	0.8580	0.8490	0.7888
867	0.9250	0.9155	0.8507
868	0.9690	0.9592	0.8914
869	0.9590	0.9496	0.8825
870	0.9770	0.9676	0.8993
871	0.9632	0.9539	0.8867
872	0.9760	0.9669	0.8989
873	0.9661	0.9572	0.8900
874	0.9491	0.9404	0.8745
875	0.9356	0.9269	0.8620
876	0.9620	0.9528	0.8863
877	0.9650	0.9562	0.8895
878	0.9620	0.9524	0.8861
879	0.9457	0.9366	0.8714
880	0.9486	0.9396	0.8743
881	0.9196	0.9086	0.8456
882	0.9441	0.9325	0.8679
883	0.9393	0.9293	0.8649
884	0.9435	0.9331	0.8686
885	0.9547	0.9442	0.8791
886	0.9256	0.9075	0.8452
887	0.9230	0.9106	0.8480
888	0.9407	0.9223	0.8590
889	0.9437	0.9346	0.8704
890	0.9424	0.9239	0.8608
891	0.9393	0.9258	0.8626
892	0.9326	0.9088	0.8469
893	0.9180	0.8733	0.8141
894	0.9240	0.8513	0.7941
895	0.9260	0.8136	0.7596
896	0.9343	0.7625	0.7127
897	0.9269	0.6657	0.6231
898	0.9238	0.7178	0.6714
899	0.9140	0.5487	0.5146
900	0.9138	0.7426	0.6943
901	0.8983	0.5993	0.5616
902	0.8772	0.6679	0.6250
903	0.9223	0.6889	0.6448
904	0.9210	0.8446	0.7886
905	0.9180	0.8171	0.7634
906	0.9078	0.7756	0.7250
907	0.9145	0.6385	0.5983
908	0.9014	0.6522	0.6109
909	0.8855	0.7043	0.6591
910	0.8950	0.6247	0.5855
911	0.8973	0.6681	0.6258
912	0.8902	0.6889	0.6451
913	0.9002	0.6283	0.5891
914	0.8982	0.6265	0.5874
915	0.8883	0.6784	0.6355
916	0.8947	0.5765	0.5410
917	0.8886	0.7302	0.6835
918	0.8881	0.5927	0.5561
919	0.8921	0.7388	0.6916
920	0.8854	0.7441	0.6966
921	0.8703	0.7805	0.7300
922	0.8628	0.7003	0.6558
923	0.8334	0.7450	0.6970
924	0.8696	0.7215	0.6757
925	0.8764	0.7111	0.6662
926	0.8456	0.7033	0.6588
927	0.8781	0.7874	0.7368
928	0.8711	0.5897	0.5536
929	0.8695	0.5513	0.5179
930	0.8687	0.4321	0.4068
931	0.8708	0.4092	0.3854
932	0.8651	0.3009	0.2839
933	0.8696	0.2484	0.2346
934	0.8671	0.1438	0.1360
935	0.8560	0.2508	0.2369
936	0.8522	0.1614	0.1527
937	0.8537	0.1634	0.1545
938	0.8594	0.2006	0.1896
939	0.8568	0.3989	0.3759
940	0.8400	0.4718	0.4441
941	0.8315	0.3720	0.3507
942	0.8062	0.4053	0.3819
943	0.8381	0.2783	0.2629
944	0.8185	0.2858	0.2699
945	0.8244	0.3682	0.3473
946	0.8314	0.1946	0.1841
