Total energy (eV)	F	E0
PBE/OUTCAR_1	-105.26733241	-105.26733241
PBE/OUTCAR_2	-105.23738750	-105.23738750
PBE/OUTCAR_3	-105.19053428	-105.19053428
PBE/OUTCAR_4	-105.13006471	-105.13006471
PBE/OUTCAR_5	-105.05873506	-105.05873506
PBE/OUTCAR_6	-104.97659538	-104.97659538
PBE/OUTCAR_7	-104.88471243	-104.88471243
PBE/OUTCAR_8	-104.78680915	-104.78680915
PBE/OUTCAR_9	-104.68310773	-104.68310773
PBE/OUTCAR_10	-104.57400858	-104.57400858
